sentence,label,source,clean_sentence,token_count
A good film by a great director!  ,1,imdb,good film great director,4
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,imdb,definitely one better documentaries seen looking family relationships marriage,9
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,imdb,many continuity errors one user commented different cars garage joes glassesthe one got fact joes facial hair configuration seemed change scene scene,22
This is just a great movie.  ,1,imdb,great movie,2
10 out of 10 stars.  ,1,imdb,stars,1
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,imdb,cant see movie inspiration anyone come overcome fear rejection,9
It's so bad it's actually worth seeing just for that reason.  ,0,imdb,bad actually worth seeing reason,5
Punishment Park is a brilliant piece of cinema.  ,1,imdb,punishment park brilliant piece cinema,5
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,imdb,shot southern california desert using patent faux documentary style watkins creates film like,13
This is one of Peter Watkins most accessible films.  ,1,imdb,one peter watkins accessible films,5
I advise you to look out for it.  ,1,imdb,advise look,2
You wont regret it!  ,1,imdb,wont regret,2
Highly recommended A+  ,1,imdb,highly recommended,2
Well... Just if you keep thinking how bad it is.  ,0,imdb,well keep thinking bad,4
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,imdb,mediocre miserable hollow laughable predictable piece garbage,7
It's a case of 'so bad it is laughable'.  ,0,imdb,case bad laughable,3
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,imdb,bad performance plays angela bennett computer expert home time,9
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,imdb,film nothing pretext show ridiculous action scenes,7
How awful she is!  ,0,imdb,awful,1
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,imdb,still bad actress repeating robotic face moves pictures,8
"The results, well, are a shame.  ",0,imdb,results well shame,3
DELETE this film from your mind!  ,0,imdb,delete film mind,3
One of the worst shows of all time.  ,0,imdb,one worst shows time,4
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,imdb,show would begin smart ass ed comments would totally wall uncalled,11
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,imdb,fat computer geek unbelievable bible thumper badass girl actors,9
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,imdb,never heard except cole totally unbelievable part,7
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,imdb,every time opened mouth expect hear see kids pulling plug mercy killing horrible show,14
The stories were as unbelievable as the actors.  ,0,imdb,stories unbelievable actors,3
Lame would be the best way to describe it.  ,0,imdb,lame would best way describe,5
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,imdb,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility,12
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,imdb,success film depends casting sydney greenstreet alexander yardley character,9
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,imdb,attractive set used throughout film eyepleasing gem,7
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,imdb,im big fan rpg games movie disgrace selfrespecting rpger,9
"The lines, the cuts, the audio, everything is wrong.  ",0,imdb,lines cuts audio everything wrong,5
You can find better movies at youtube.  ,0,imdb,find better movies youtube,4
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,imdb,top line dont waste time money one bad comes,9
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,imdb,lassie movie put sleep forever,5
That's how I'd describe this painfully dreary time-waster of a film.  ,0,imdb,thats id describe painfully dreary timewaster film,7
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,imdb,mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen,12
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,imdb,isnt even achievement sobaditsgood sobaditsmemorable movie,6
"It's an empty, hollow shell of a movie.  ",0,imdb,empty hollow shell movie,4
"Seriously, it's not worth wasting your, or your kid's time on.  ",0,imdb,seriously worth wasting kids time,5
"Avoid, avoid, avoid!  ",0,imdb,avoid avoid avoid,3
It will drive you barking mad!  ,0,imdb,drive barking mad,3
The transfers are very good.  ,1,imdb,transfers good,2
Very nice and relaxing late night viewing.  ,1,imdb,nice relaxing late night viewing,5
The movie is full of wonderful dancing (hence the title!  ,1,imdb,movie full wonderful dancing hence title,6
") some great music, and terrific scenery.  ",1,imdb,great music terrific scenery,4
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,imdb,handles tough issues dignity grace course shocking spoiler,8
") a happy, wonderful, feel good ending!  ",1,imdb,happy wonderful feel good ending,5
"The point is the journey, a journey that touches every member of the family.  ",1,imdb,point journey journey touches every member family,7
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,imdb,one movies need see whenever comes tvnever mind fact already memorized,11
Nothing new there.  ,0,imdb,nothing new,2
That was done in the second movie.  ,0,imdb,done second movie,3
The movie has almost no action scenes in it and very little comedy.  ,0,imdb,movie almost action scenes little comedy,6
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,imdb,plot holes pair fishnet stockings direction editing astonishingly ham fisted,10
What on earth is Irons doing in this film?  ,0,imdb,earth irons film,3
I just saw this film and I recommend it.  ,1,imdb,saw film recommend,3
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,imdb,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good,14
